Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P00388	P06762	POR	HMOX1					24550278:0114:LC
P00502	P00502	GSTA1	GSTA1					11119643:0114:LC
P00763	P00763	PRSS2	PRSS2					10429182:0114:LC|3112942:0114:LC
P00770	P00770	MCPT2	MCPT2					3233198:0114:LC
P00787	P00787	CTSB	CTSB					7890671:0114:LC|2180938:0114:LC
P01015	P01015	AGT	AGT					20927107:0114:LC
P01026	P01026	C3	C3					10825534:0114:LC
P01161	P18910	NPPA	NPR1					15117952:0114:LC
P01946	P01946	HBA1	HBA1					PDB_3HF4:0114:LC
P01946	P02091	HBA1	HBB					PDB_3DHT:0114:LC|PDB_3HF4:0114:LC
P02091	P02091	HBB	HBB					PDB_3HF4:0114:LC
P02625	P02625	PVALB	PVALB					15169955:0114:LC|8289291:0114:LC|16101280:0114:LC
P02761	P02761	P02761	P02761					10089305:0114:LC|1279439:0114:LC
P02767	P02767	TTR	TTR					9511961:0114:LC|11995999:0114:LC|11995998:0114:LC|11468389:0114:LC
P04157	P04157	PTPRC	PTPRC					26998761:0114:LC
P04166	P04166	CYB5B	CYB5B					PDB_4HIL:0114:LC|11583146:0114:LC|12269800:0114:LC|21574570:0114:LC|17105194:0114:LC|11197480:0114:LC|9484218:0114:LC
P04176	P04176	PAH	PAH					27145334:0114:LC|26884182:0114:LC
P04177	P04177	TH	TH					24361276:0114:LC
P04631	P04631	S100B	S100B					15823027:0114:LC|8589606:0114:LC|9485423:0114:LC|10211826:0114:LC|12470955:0114:LC|8794737:0114:LC|18949447:0114:LC
P04642	P04642	LDHA	LDHA					22417091:0114:LC
P04692	P04692	TPM1	TPM1					9601044:0114:LC|16365313:0114:LC|12534273:0114:LC|16999976:0114:LC
P04764	P48675	ENO1	DES					23414517:0006:HT
P04905	P04905	GSTM1	GSTM1					8664265:0114:LC|9698551:0114:LC|8110735:0114:LC|1420139:0114:LC|12484753:0114:LC|9572843:0114:LC
P05554	P05554	CEBPA	CEBPA					12578822:0114:LC
P05696	Q9EP80	PRKCA	PICK1					11466413:0007:LC|11007882:0007:LC
P05708	P05708	HK1	HK1					9665168:0114:LC
P05710	P05710	PRLR	PRLR					20053995:0114:LC|20875426:0114:LC|10089521:0114:LC|10966654:0114:LC
P05943	Q62968	S100A10	SCN10A					12591166:0018:LC|12050667:0096:LC|12050667:0018:LC|12050667:0663:LC
P05982	P05982	NQO1	NQO1					7568029:0114:LC
P06536	P06536	NR3C1	NR3C1					7664096:0114:LC|3043231:0114:LC|1865905:0114:LC|19372434:0114:LC|12917342:0006:LC
P06761	P06882	HSPA5	TG					7916014;8710914;9006956:0019:LC|7916014:0006:LC|7916014:0029:LC|7916014;8710914:0030:LC|7916014;8710914:0019:LC
P06761	P38659	HSPA5	PDIA4					7916014;8710914:0030:LC|7916014:0006:LC|7916014:0029:LC
P06762	P06762	HMOX1	HMOX1					10760513:0114:LC|12044160:0114:LC
P06766	P06766	POLB	POLB					23651085:0114:LC|20351257:0114:LC
P06768	P06768	RBP2	RBP2					8487303:0114:LC
P06882	P38659	TG	PDIA4					7916014:0006:LC|7916014;8710914:0030:LC|7916014;8710914;9006956:0019:LC
P06882	Q63952	TG	GRP94					7916014;8710914:0030:LC|7916014;8710914;9006956:0019:LC
P06911	P06911	LCN5	LCN5					8069623:0114:LC
P07151	P07151	B2M	B2M					9493268:0114:LC
P07151	P13599	B2M	FCGRT					7969498:0114:LC|9493268:0114:LC|11336709:0114:LC|7969491:0114:LC
P07151	P16391	B2M	P16391					12470953:0114:LC
P07151	P20760	B2M	IGG-2A					11336709:0114:LC
P07151	Q95565	B2M	RT1.A1(C)					12470953:0114:LC
P07174	P07174	NGFR	NGFR					20036257:0114:LC|11756426:0030:LC|18596692:0028:LC|27056327:0114:LC|15131306:0045:LC|18596692:0114:LC|15131306:0071:LC
P07174	P35739	NGFR	NTRK1					19549834:0004:LC|9927421:0030:LC|19549834:0006:LC
P07338	P07338	CTRB1	CTRB1					12927546:0114:LC|17805946:0114:LC
P07379	P07379	PCK1	PCK1					24863970:0114:LC|18772387:0114:LC|18197707:0114:LC|26322521:0114:LC|17685635:0114:LC|28345895:0114:LC|20476774:0114:LC
P07824	P07824	ARG1	ARG1					15315440:0114:LC|14570477:0114:LC|12820884:0114:LC|9265637:0114:LC|19093830:0114:LC|11258880:0114:LC|16266687:0114:LC|11278703:0114:LC|15248756:0114:LC|8849731:0114:LC
P07825	P63045	SYP	VAMP2					8567678:0006:LC|10707984:0006:LC
P07872	P07872	ACOX1	ACOX1					11872165:0114:LC
P07896	P07896	EHHADH	EHHADH					29226071:0114:LC|PDB_5OMO:0114:LC|20463028:0114:LC|23351063:0114:LC
P07897	Q05546	ACAN	TNR					15296743:0114:LC
P07953	P07953	PFKFB1	PFKFB1					22668829:0055:LC|8634242:0114:LC|9253407:0114:LC|PDB_1C80:0114:LC|PDB_1C7Z:0114:LC|11522786:0018:LC|22668829:0018:LC|8289315:0114:LC
P08050	Q62940	GJA1	NEDD4					26841867:0114:LC|26841867:0096:LC
P08592	P08592	APP	APP					22225807:0114:LC
P08592	P46933	APP	APBB1					8887653:0019:LC|9461550:0004:LC|9685356:0019:LC|9045663:0019:LC|9461550:0007:LC|9461550:0018:LC|8955346:0018:LC|8887653:0004:LC
P08661	P08661	MBL2	MBL2					11850428:0114:LC|8557671:0114:LC|9922165:0114:LC
P08909	P31016	HTR2C	DLG4					PDB_2MHO:0114:LC
P08921	P08921	CD2	CD2					9731771:0114:LC|7638192:0114:LC|1279440:0114:LC
P08937	P08937	OBP1F	OBP1F					19390145:0114:LC
P09215	P09215	PRKCD	PRKCD					9687370:0114:LC
P09367	P09367	SDS	SDS					14596599:0114:LC
P09527	P09527	RAB7A	RAB7A					15186776:0114:LC
P09527	P37727	RAB7A	CHM					15186776:0114:LC
P09951	P09951	SYN1	SYN1					14688264:0114:LC|9463376:0114:LC|10358015:0004:LC|10358015:0018:LC
P0DP29	P70604	CALM1	KCNN2					30013223:0114:LC
P0DP31	P0DP31	CALM3	CALM3					21609874:0114:LC|PDB_3BXK:0114:LC|22579256:0114:LC
P0DP31	P70604	CALM3	KCNN2					22579256:0065:LC|23487779:0114:LC|22929778:0114:LC|25108821:0114:LC|22579256:0114:LC|22579256:0017:LC|15130477:0114:LC|11323678:0114:LC|22579256:0071:LC|22579256:0028:LC
P10037	P10037	POU1F1	POU1F1					9009203:0114:LC
P10499	P62483	KCNA1	KCNAB2					10884227:0114:LC|9334400:0019:LC
P10608	P10608	ADRB2	ADRB2					19590495:0055:LC|15592462:0047:LC|15592462:0045:LC
P10686	P10686	PLCG1	PLCG1					15764700:0019:LC|23777354:0114:LC
P10686	Q63604	PLCG1	NTRK2					8106527:0019:LC|19126684:0006:LC
P10688	P10688	PLCD1	PLCD1					9062102:0114:LC|9048554:0114:LC|8602259:0114:LC|8784353:0114:LC
P10719	P15999	ATP5F1B	ATP5F1A					9736690:0114:LC
P10719	P35435	ATP5F1B	ATP5F1C					16531409:0114:LC
P10760	P10760	AHCY	AHCY					11927587:0114:LC|16061414:0114:LC|10387078:0114:LC|10913437:0114:LC
P10824	P10824	GNAI1	GNAI1					PDB_2ZJZ:0114:LC|27462082:0114:LC|9108480:0114:LC
P10824	P49799	GNAI1	RGS4					9108480:0114:LC
P10868	P10868	GAMT	GAMT					12079381:0114:LC|12925789:0114:LC
P11275	P19490	CAMK2A	GRIA1					21135237:0424:LC|15664178:0045:LC|12536214:0045:LC
P11275	P62198	CAMK2A	PSMC5					20178748:0006:LC|19638347:0415:LC
P11275	Q00960	CAMK2A	GRIN2B					20461055:0006:LC|15924861:0019:LC|24591565:0006:LC
P11348	P11348	QDPR	QDPR					15299357:0114:LC
P11442	P11442	CLTC	CLTC					9827808:0114:LC|10655490:0114:LC
P11762	P11762	LGALS1	LGALS1					PDB_4GA9:0114:LC
P11883	P11883	ALDH3A1	ALDH3A1					9095201:0114:LC
P11884	Q62760	ALDH2	TOMM20					17948058:0114:LC|21591667:0114:LC|10721992:0114:LC
P12368	P12368	PRKAR2A	PRKAR2A					11285229:0114:LC
P12785	P12785	FASN	FASN					11248039:0018:LC|11248039:0401:LC|19151726:0410:LC|15610851:0030:LC|15711565:0040:LC|15711565:0114:LC|15610851:0071:LC|9047334:0401:LC|9047334:0071:LC|10206962:0030:LC
P13053	P13053	VDR	VDR					27500498:0114:LC|27294600:0114:LC
P13255	P13255	GNMT	GNMT					17158459:0114:LC|8810903:0114:LC|PDB_1KIA:0114:LC|12859184:0114:LC|22037183:0114:LC|9655336:0114:LC|10756111:0114:LC
P13444	P13444	MAT1A	MAT1A					9202427:0227:LC|10873471:0114:LC|27548429:0018:LC|12888348:0114:LC
P13596	P13596	NCAM1	NCAM1					10802736:0114:LC|10489458:0114:LC
P13599	P13599	FCGRT	FCGRT					9493268:0114:LC|7969491:0114:LC
P13599	P20760	FCGRT	IGG-2A					11336709:0114:LC
P13635	P13635	CP	CP					29177316:0114:LC
P14604	P14604	ECHS1	ECHS1					11851409:0114:LC|15299399:0114:LC|12445775:0114:LC|8895557:0114:LC
P14740	P14740	DPP4	DPP4					29765112:0114:LC|17276063:0114:LC|16768443:0114:LC|17010607:0114:LC|PDB_4FFW:0114:LC|PDB_4FFV:0114:LC
P14925	P14925	PAM	PAM					30271955:0114:LC
P15127	Q63787	INSR	PIK3R1					9748281:0018:LC|11136729:0019:LC
P15207	P15207	AR	AR					15037741:0114:LC
P15385	P31016	KCNA4	DLG4					10433268:0397:LC|8601796:0047:LC|9786987:0405:LC|10627592:0018:LC
P15431	P15431	GABRB1	GABRB1					30044221:0114:LC
P15431	P18508	GABRB1	GABRG2					30044221:0114:LC
P15431	P62813	GABRB1	GABRA1					30044221:0114:LC
P15651	P15651	ACADS	ACADS					11812788:0114:LC
P15693	P15693	ALPI	ALPI					24076154:0114:LC
P15800	P15800	LAMB2	LAMB2					27425256:0114:LC
P16086	P16086	SPTAN1	SPTAN1					22066535:0114:LC
P17105	P17105	ITPKA	ITPKA					15350215:0114:LC
P17325	P49185	JUN	MAPK8					9710592:0415:LC|11146548:0415:LC
P17559	P17559	SCGB1A1	SCGB1A1					2115524:0114:LC|7583672:0114:LC
P17955	P17955	NUP62	NUP62					22036567:0114:LC|28406021:0114:LC
P17955	P70582	NUP62	NUP54					22036567:0114:LC
P18113	P18113	THRB	THRB					20610536:0114:LC
P18266	P47196	GSK3B	AKT1					16142243:0415:LC|15632182:0415:LC
P18484	P84092	AP2A2	AP2M1					12086608:0114:LC|25061211:0096:LC|25061211:0071:LC|20603002:0114:LC|25061211:0114:LC
P18508	P62813	GABRG2	GABRA1					30044221:0114:LC
P18508	P84092	GABRG2	AP2M1					18305175:0114:LC
P18614	P18614	ITGA1	ITGA1					12662928:0114:LC|10386626:0114:LC
P18886	P18886	CPT2	CPT2					16615901:0114:LC|17585909:0114:LC|16781677:0114:LC
P18901	P35439	DRD1	GRIN1					12646556:0019:LC|12646556:0006:LC|12646556:0428:LC|12408866:0004:LC|12408866:0047:LC|12408866:0096:LC|12646556:0012:LC|12408866:0019:LC|12646556:0045:LC|12646556:0096:LC|12646556:0004:LC
P18910	P18910	NPR1	NPR1					15117952:0114:LC|10894551:0114:LC|20066666:0114:LC
P19020	Q9Z254	DRD3	GIPC1					14499480:0018:LC|14617818:0019:LC|14617818:0004:LC|14617818:0018:LC
P19139	P19139	CSNK2A1	CSNK2A1					PDB_2R7I:0114:LC
P19468	P48508	GCLC	GCLM					9675072:0401:LC|1967255:0028:LC
P19490	P19490	GRIA1	GRIA1					15924137:0045:LC|19461580:0028:LC|15924137:0019:LC|21639859:0114:LC|21317873:0028:LC
P19490	P19491	GRIA1	GRIA2					19942860:0006:LC|16338934:0006:LC|10414981:0019:LC|15924137:0019:LC|21317873:0028:LC
P19490	Q62696	GRIA1	DLG1					17069616:0114:LC
P19490	Q71RJ2	GRIA1	CACNG2					20805473:0006:LC|20805473:0007:LC|19805317:0006:LC|24418105:0006:LC|21376300:0007:LC|19208802:0006:LC
P19491	P19491	GRIA2	GRIA2					25103407:0071:LC|25109876:0114:LC|21128618:0114:LC|26966189:0114:LC|22789682:0114:LC|18754610:0114:LC|28863863:0114:LC|25103407:0030:LC|19946266:0114:LC|27276258:0114:LC|25119039:0410:LC|PDB_6FQK:0114:LC|26200741:0114:LC|PDB_6FQI:0114:LC|19461580:0028:LC|12417307:0114:LC|17455929:0114:LC|25119039:0114:LC|19946266:0030:LC|12215417:0114:LC|16483599:0114:LC|23076153:0114:LC|19617541:0067:LC|23931998:0114:LC|16815334:0114:LC|9865957:0114:LC|PDB_6FQG:0114:LC|11086992:0114:LC|PDB_4H8J:0114:LC|19461580:0114:LC|21923187:0114:LC|19284741:0114:LC|16192394:0114:LC|24850223:0114:LC|12015593:0114:LC|19946266:0017:LC|21846932:0114:LC|21895609:0114:LC|27365450:0114:LC|20199107:0114:LC|25905800:0114:LC|26924438:0114:LC|18216201:0114:LC|PDB_4Z0I:0114:LC|20163115:0114:LC|PDB_6FQH:0114:LC|27618672:0114:LC|23999288:0114:LC|25119039:0071:LC|15591246:0114:LC|19003990:0114:LC|23432124:0114:LC|16855092:0114:LC|12593667:0114:LC|21317873:0028:LC|26862980:0114:LC|28737760:0114:LC|21464198:0114:LC|28472657:0114:LC|18269227:0114:LC|12730367:0114:LC|18022568:0114:LC|24673938:0114:LC|29256599:0114:LC|PDB_4YU0:0114:LC|21067182:0114:LC|24215237:0114:LC|26771108:0114:LC|25103407:0114:LC|28691798:0114:LC|12501192:0114:LC|19673491:0114:LC|17018279:0114:LC|12519060:0114:LC|19591837:0114:LC|21317873:0051:LC|19946266:0071:LC|25375781:0114:LC|12731861:0114:LC|29775064:0114:LC|24131202:0114:LC|26653877:0114:LC|12872125:0114:LC|19617541:0071:LC|21317873:0114:LC
P19491	P19492	GRIA2	GRIA3					26966189:0007:LC|26966189:0410:LC|26966189:0020:LC|26966189:0114:LC|21317873:0028:LC
P19491	P19493	GRIA2	GRIA4					26966189:0007:LC|26966189:0114:LC|21317873:0028:LC
P19491	P97879	GRIA2	GRIP1					20956289:0006:LC|9069286:0019:LC|14730302:0004:LC|15458844:0018:LC|11891216:0018:LC|10414981:0019:LC|21847098:0006:LC|11931740:0030:LC|9069286:0018:LC|11891216:0096:LC|16055064:0096:LC|10896157:0006:LC|11931740:0006:LC|9647694:0018:LC|21847098:0004:LC|16037816:0872:LC|16055064:0004:LC|14730302:0018:LC|16037816:0019:LC|15750591:0019:LC|9768844:0018:LC|16055064:0416:LC
P19491	Q71RJ2	GRIA2	CACNG2					27368053:0007:LC|27368053:0410:LC|27368053:0071:LC|21376300:0007:LC|24418105:0006:LC
P19491	Q9EP80	GRIA2	PICK1					11466413:0007:LC|10340301:0019:LC|17914463:0077:LC|10340301:0018:LC|20018661:0006:LC|11891216:0096:LC|17914463:0416:LC|15458844:0018:LC|11891216:0018:LC|10027300:0416:LC|10027300:0428:LC|10027300:0006:LC|10027300:0018:LC
P19491	Q9QUL6	GRIA2	NSF					9697854:0096:LC|15944123:0019:LC|9697854:0018:LC|9697855:0004:LC|15944123:0004:LC|9697855:0019:LC|9697855:0018:LC
P19492	P19492	GRIA3	GRIA3					26966189:0114:LC|30528594:0114:LC|20199107:0114:LC|22512472:0114:LC|21317871:0114:LC
P19492	P97879	GRIA3	GRIP1					11891216:0096:LC|9647694:0018:LC|11891216:0018:LC
P19492	Q9EP80	GRIA3	PICK1					10340301:0018:LC|11891216:0096:LC|11891216:0018:LC|10027300:0428:LC|10027300:0006:LC|10027300:0018:LC
P19493	P19493	GRIA4	GRIA4					20457909:0055:LC|26966189:0114:LC|22959625:0114:LC|21317873:0028:LC|19102704:0114:LC|19022251:0114:LC
P19493	P97879	GRIA4	GRIP1					11891216:0096:LC|11891216:0018:LC|11931740:0018:LC
P19493	Q9EP80	GRIA4	PICK1					11891216:0018:LC|10027300:0018:LC
P19814	P53676	TTGN1	AP3M1					23404500:0114:LC|24843023:0018:LC
P19814	P84092	TTGN1	AP2M1					9162036:0007:LC|9341158:0018:LC|9162036:0017:LC|9162036:0018:LC
P19836	P19836	PCYT1A	PCYT1A					19783652:0114:LC|24275660:0114:LC
P19999	P19999	MBL1	MBL1					1721241:0114:LC|8636086:0114:LC|9033386:0114:LC|7704532:0114:LC|9677372:0114:LC|11850428:0114:LC|10931846:0114:LC|8539602:0114:LC|1436090:0114:LC
P20068	P20789	NTS	NTSR1					24453215:0114:LC
P20070	P20070	CYB5R3	CYB5R3					14609324:0114:LC
P20236	Q03555	GABRA3	GPHN					21880742:0404:LC|25531214:0114:LC|21880742:0047:LC|30704910:0114:LC|25413248:0114:LC|21880742:0018:LC|21880742:0065:LC|21880742:0416:LC
P20760	P20760	IGG-2A	IGG-2A					11336709:0114:LC
P20760	Q4KM66	IGG-2A	LOC500183					18635195:0114:LC
P20781	Q03555	GLRB	GPHN					16449194:0004:LC|16449194:0401:LC|25137389:0114:LC|21880742:0018:LC|15201864:0114:LC|16511563:0114:LC|16449194:0428:LC
P20789	P20789	NTSR1	NTSR1					24453215:0114:LC
P20974	P20974	ART2B	ART2B					12270706:0114:LC
P21396	P21396	MAOA	MAOA					15050826:0114:LC
P21575	P21575	DNM1	DNM1					16432212:0808:LC|21927001:0114:LC|21927001:0071:LC|16432212:0020:LC|21927001:0067:LC|21927001:0020:LC|21927001:0029:LC
P21575	Q9Z0W5	DNM1	PACSIN1					17437541:0405:LC|9950691:0004:LC|17437541:0096:LC|9950691:0047:LC|17437541:0006:LC|9950691:0025:LC|9950691:0019:LC
P21707	P21707	SYT1	SYT1					23665582:0114:LC|7768895:0018:LC|26280336:0114:LC
P21707	P63045	SYT1	VAMP2					20173763:0055:LC|8567678:0006:LC
P22002	P54287	CACNA1C	CACNB3					15170217:0114:LC
P22288	P22288	GCH1	GCH1					15448133:0114:LC|11818540:0114:LC
P22288	P70552	GCH1	GCHFR					15448133:0114:LC|9092499:0415:LC|9685352:0415:LC|11818540:0114:LC
P22449	P22449	HNF4A	HNF4A					12193589:0114:LC|9343418:0019:LC
P22734	P22734	COMT	COMT					PDB_5P9R:0114:LC|26797714:0114:LC|PDB_5LQU:0114:LC|PDB_5LR6:0114:LC|PDB_5P8W:0114:LC|PDB_5PA7:0114:LC|PDB_5LQJ:0114:LC|27685665:0114:LC|19882607:0114:LC|16618795:0114:LC|25084335:0114:LC
P22756	P22756	GRIK1	GRIK1					22425692:0114:LC|25856736:0114:LC|28691798:0114:LC|28005385:0114:LC|22407805:0114:LC|20558186:0114:LC|18789344:0114:LC|19588945:0114:LC|19297335:0114:LC|21619066:0114:LC|17581823:0114:LC|17359918:0114:LC|17115050:0028:LC|16540562:0114:LC|28360094:0114:LC|26200741:0114:LC|18549784:0114:LC|15710405:0114:LC
P22985	P22985	XDH	XDH					17301076:0114:LC|21077683:0114:LC|25817260:0114:LC
