Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
A0A0N8J9U9	A0A0N8J9U9	A0A0N8J9U9	A0A0N8J9U9	ACU90_14705|ACU90_16810	ACU90_14705|ACU90_16810			28650463:0114:LC
A0A0R6L508	A0A0R6L508	MCR1	MCR1	APZ14_31440	APZ14_31440			28059088:0114:LC|PDB_5GOV:0114:LC
A0A182DW20	A0A182DW20	G801_04654	G801_04654	G801_04690	G801_04690			PDB_4Z3G:0114:LC|PDB_4Z3J:0114:LC
A0A182DW87	A0A182DW87	A0A182DW87	A0A182DW87					27649177:0114:LC
A0A1B3B7F6	A0A1B3B7F6	BLACTX-M	BLACTX-M					29095570:0114:LC|29844038:0114:LC
A0A1C3NEV1	A0A1C3NEV1	MCR-2	MCR-2					30194678:0114:LC
A0A1V3CQ74	A0A1V3CQ74	A0A1V3CQ74	A0A1V3CQ74	BWP17_00640|CVH05_12355	BWP17_00640|CVH05_12355			30718814:0114:LC
A0A1V3CQ74	J7QA90	A0A1V3CQ74	YBL13	BWP17_00640|CVH05_12355	A6581_04555|A8G17_04185|AC789_1C38270|ACN002_3543|ACN81_27750|ACU90_15595|AM270_07745|ARC77_13665|AU473_04475|B1K96_23180|B1K96_30445|BHS81_20640|BIZ41_06975|BK292_07330|BMT53_16880|BN17_33961|BTQ04_07040|BWP17_00645|C5P43_28430|C6986_22200|C7B02_13210|COD46_18440|CR538_01655|CRE06_04825|CVH05_12360|CXB56_05005|D3I61_20430|DS732_25100|ERS085366_00076|ERS085374_01548|ERS085383_01733|ERS085404_01502|NCTC10418_00491|NCTC10865_00468|NCTC13125_03572|NCTC13127_00609|NCTC9055_02225|NCTC9701_00436|RX35_03224|SAMEA3472114_02231|SAMEA3753064_01902|SAMEA3753290_02356			30718814:0114:LC
A0A2A2C800	A0A2A2C800	A0A2A2C800	A0A2A2C800	BTQ06_14240	BTQ06_14240			PDB_6CP8:0114:LC
A0A2A2C800	A0A2A2CAY5	A0A2A2C800	A0A2A2CAY5	BTQ06_14240	BTQ06_14245			PDB_6CP8:0114:LC
A0A2K0PX72	A0A2K0PX72	A0A2K0PX72	A0A2K0PX72	RK56_010715	RK56_010715			30110143:0114:LC
A8C927	A8C927	NPMA	NPMA					21062819:0114:LC|20639535:0114:LC
A8DS27	A8DS27	BLAKPC-2	BLAKPC-2	AZZ83_005229|B9T59_27555|BE963_02570|C2U48_27570|C2U48_28155|D0X26_01380|D0X26_28895|DXF93_26700|ECONIH1_27660|KPCE_089|PEC386IL_00095|UC327_005	AZZ83_005229|B9T59_27555|BE963_02570|C2U48_27570|C2U48_28155|D0X26_01380|D0X26_28895|DXF93_26700|ECONIH1_27660|KPCE_089|PEC386IL_00095|UC327_005			18625772:0114:LC
B0ZE06	B0ZE06	PARF	PARF	BIZ41_22875|DNQ45_07005|POLA52_52|SAMEA3472055_04571	BIZ41_22875|DNQ45_07005|POLA52_52|SAMEA3472055_04571			22674577:0114:LC
B5LY47	B5LY47	B5LY47	B5LY47					29844038:0114:LC
B7UTD6	B7UTD6	BFPD	BFPD					15866879:0071:LC|15049811:0018:LC|15866879:0067:LC|15866879:0028:LC
B7UTD6	Q47071	BFPD	BFPE		ERS085379_05087|MAR009|NCTC8621_05372|NCTC8622_00066|NCTC8959_00274|NCTC9111_00150|NCTC9111_00303|NCTC9703_05894			15049811:0018:LC|15866879:0065:LC|15866879:0018:LC
B7UTD6	Q57029	BFPD	BFPC		ERS085379_05090|MAR006|NCTC8179_07381|NCTC8621_05376|NCTC8959_00271|NCTC9111_00153|NCTC9111_00306|NCTC9703_05891			15049811:0018:LC|15866879:0018:LC
C3T6X7	C3T6X7	GUTB_2	GUTB_2	ARC77_00615|AU473_19815|BTQ04_08940|BWP17_07940|CRE06_12960|CVH05_10155|ECS2483|NCTC13125_05906|NCTC13127_02971|NCTC9701_02412	ARC77_00615|AU473_19815|BTQ04_08940|BWP17_07940|CRE06_12960|CVH05_10155|ECS2483|NCTC13125_05906|NCTC13127_02971|NCTC9701_02412			PDB_5VM2:0114:LC
C8CP57	C8CP57	BLACTX-M-64	BLACTX-M-64	BK400_21830|PHNAH46_020	BK400_21830|PHNAH46_020			PDB_5ZB7:0114:LC
D3INY1	Q47066	BLA_1	BLA	SAMEA3753106_04462				29211984:0114:LC
D7UQM0	D7UQM0	FOSA3	FOSA3	B9T59_28670|B9T59_29830|BEN53_26210|BJJ90_27535|BJJ90_28665|BK248_24890|BK292_28610|BK334_27385|BK373_27910|BK375_28485|BK383_28445|BK400_25020|BVL39_07805|C5P01_27715|C5P43_21970|C5P44_28755|C7235_00340|CA593_26940|CR538_26865|CWS33_27095|DNQ45_25455|PCTXM123_C0996_13|PEC012_00045|PHN7A8_014|PHNFP460_053	B9T59_28670|B9T59_29830|BEN53_26210|BJJ90_27535|BJJ90_28665|BK248_24890|BK292_28610|BK334_27385|BK373_27910|BK375_28485|BK383_28445|BK400_25020|BVL39_07805|C5P01_27715|C5P43_21970|C5P44_28755|C7235_00340|CA593_26940|CR538_26865|CWS33_27095|DNQ45_25455|PCTXM123_C0996_13|PEC012_00045|PHN7A8_014|PHNFP460_053			30642934:0114:LC
E2QI13	E2QI13	ATZF	ATZF	A9R57_05775|AJ318_21355|AM465_04075|APU18_23170|AZZ83_002145|B9N33_19945|BEN53_23740|BET08_10975|BH694_21345|BHS87_21445|BIQ87_21765|BJJ90_25995|BK248_14040|BK334_25405|BK373_14320|BMT91_13290|C3K24_15245|C4K41_19245|C4M78_23350|C5715_17050|C6B13_19010|C9E25_10450|CCZ14_14375|CCZ17_19990|CDL37_15865|CSB64_27145|CT143_21330|CT146_23530|D1900_15320|D2183_21385|DNR41_20365|DTM10_14305|DTM25_16265|ECONIH1_22510|ERS085365_02057|ERS085406_03367|ERS085416_02767|ERS139211_01544|ERS150873_02279|GJ11_24340|MJ49_10525|MS6198_44080|MS8345_04270|NCTC10082_02259|NCTC10767_00905|NCTC13846_04691|NCTC7928_03348|NCTC8450_00164|NCTC8959_03879|NCTC9075_06671|NCTC9081_06705|NCTC9434_04850|NCTC9775_03348|SAMEA3472033_04076|SAMEA3472090_03805|SAMEA3472110_02096|SAMEA3472112_03178|SAMEA3485101_04328|SAMEA3752372_02798|SAMEA3752620_04054|SAMEA3753106_02139|SAMEA3753164_04358|SAMEA3753397_04251|SY51_21815|WM48_21160	A9R57_05775|AJ318_21355|AM465_04075|APU18_23170|AZZ83_002145|B9N33_19945|BEN53_23740|BET08_10975|BH694_21345|BHS87_21445|BIQ87_21765|BJJ90_25995|BK248_14040|BK334_25405|BK373_14320|BMT91_13290|C3K24_15245|C4K41_19245|C4M78_23350|C5715_17050|C6B13_19010|C9E25_10450|CCZ14_14375|CCZ17_19990|CDL37_15865|CSB64_27145|CT143_21330|CT146_23530|D1900_15320|D2183_21385|DNR41_20365|DTM10_14305|DTM25_16265|ECONIH1_22510|ERS085365_02057|ERS085406_03367|ERS085416_02767|ERS139211_01544|ERS150873_02279|GJ11_24340|MJ49_10525|MS6198_44080|MS8345_04270|NCTC10082_02259|NCTC10767_00905|NCTC13846_04691|NCTC7928_03348|NCTC8450_00164|NCTC8959_03879|NCTC9075_06671|NCTC9081_06705|NCTC9434_04850|NCTC9775_03348|SAMEA3472033_04076|SAMEA3472090_03805|SAMEA3472110_02096|SAMEA3472112_03178|SAMEA3485101_04328|SAMEA3752372_02798|SAMEA3752620_04054|SAMEA3753106_02139|SAMEA3753164_04358|SAMEA3753397_04251|SY51_21815|WM48_21160			26249697:0114:LC
E5KIY2	E5KIY2	BLANDM-1	BLANDM-1	APU18_05360|AZ95_0035|BET08_16280|BVL39_26630|C6985_28190|ECS01_0033|MS6198_A142|NDM1DOK01_N0175|PNDM102337_147|PNDM10505_149	APU18_05360|AZ95_0035|BET08_16280|BVL39_26630|C6985_28190|ECS01_0033|MS6198_A142|NDM1DOK01_N0175|PNDM102337_147|PNDM10505_149			30375382:0114:LC|21637961:0114:LC|29269938:0114:LC
G3F7G9	G3F7G9	BLACMY-61	BLACMY-61					30788955:0114:LC
G3K399	G3K399	BLANDM-5	BLANDM-5	BK334_22185|BK375_28325|C5N07_29035|C7235_27175|CWS33_26475|CXB56_03100|D0X26_01580|D0X26_30180|DL545_01095|DNQ41_27290|PEC1929_0014	BK334_22185|BK375_28325|C5N07_29035|C7235_27175|CWS33_26475|CXB56_03100|D0X26_01580|D0X26_30180|DL545_01095|DNQ41_27290|PEC1929_0014			PDB_4TZE:0114:LC
G9JVE6	G9JVE6	BLANDM-6	BLANDM-6					PDB_6MGX:0114:LC
H6UQI0	H6UQI0	CTX-M-14	CTX-M-14					26057252:0114:LC|29095570:0114:LC
I3VKD5	I3VKD5	NDM-3	NDM-3					PDB_6MH0:0114:LC
J7QA90	J7QA90	YBL13	YBL13	A6581_04555|A8G17_04185|AC789_1C38270|ACN002_3543|ACN81_27750|ACU90_15595|AM270_07745|ARC77_13665|AU473_04475|B1K96_23180|B1K96_30445|BHS81_20640|BIZ41_06975|BK292_07330|BMT53_16880|BN17_33961|BTQ04_07040|BWP17_00645|C5P43_28430|C6986_22200|C7B02_13210|COD46_18440|CR538_01655|CRE06_04825|CVH05_12360|CXB56_05005|D3I61_20430|DS732_25100|ERS085366_00076|ERS085374_01548|ERS085383_01733|ERS085404_01502|NCTC10418_00491|NCTC10865_00468|NCTC13125_03572|NCTC13127_00609|NCTC9055_02225|NCTC9701_00436|RX35_03224|SAMEA3472114_02231|SAMEA3753064_01902|SAMEA3753290_02356	A6581_04555|A8G17_04185|AC789_1C38270|ACN002_3543|ACN81_27750|ACU90_15595|AM270_07745|ARC77_13665|AU473_04475|B1K96_23180|B1K96_30445|BHS81_20640|BIZ41_06975|BK292_07330|BMT53_16880|BN17_33961|BTQ04_07040|BWP17_00645|C5P43_28430|C6986_22200|C7B02_13210|COD46_18440|CR538_01655|CRE06_04825|CVH05_12360|CXB56_05005|D3I61_20430|DS732_25100|ERS085366_00076|ERS085374_01548|ERS085383_01733|ERS085404_01502|NCTC10418_00491|NCTC10865_00468|NCTC13125_03572|NCTC13127_00609|NCTC9055_02225|NCTC9701_00436|RX35_03224|SAMEA3472114_02231|SAMEA3753064_01902|SAMEA3753290_02356			30718814:0114:LC
M4JTK1	M4JTK1	BLAOXA-232	BLAOXA-232					PDB_5HFO:0114:LC
O32583	P30138	THIS	THIF					16388576:0114:LC
O52124	O52124	ORF3	ORF3	A6581_10125|A8G17_12710|AJ318_19865|ARC77_15130|BTQ04_29705|BWP17_19395|CRE06_16960|DL800_21925|L537_062|LDEC_054|LIHIT_058|UN91_09460	A6581_10125|A8G17_12710|AJ318_19865|ARC77_15130|BTQ04_29705|BWP17_19395|CRE06_16960|DL800_21925|L537_062|LDEC_054|LIHIT_058|UN91_09460			22152477:0114:LC
O52124	Q47184	ORF3	ESPA	A6581_10125|A8G17_12710|AJ318_19865|ARC77_15130|BTQ04_29705|BWP17_19395|CRE06_16960|DL800_21925|L537_062|LDEC_054|LIHIT_058|UN91_09460	AJ318_19715			15619638:0114:LC|12904549:0018:LC
O52134	P71215	CESD	ESPD	A6581_10175|A8G17_12660|AJ318_19815|ARC77_15080|AU473_02780|BTQ04_20845|BWP17_19345|CRE06_16910|CVH05_05445|DL800_21875|EC95NR1_02309|ERS085383_02515|ERS085404_04298|ERS085406_02318|ERS150873_02491|L537_052|LDEC_044|LIHIT_048|NCTC13125_03272|NCTC13127_00316|NCTC8621_00114|NCTC8959_03689|NCTC9701_00165|SAMEA3472044_04771|SAMEA3753097_02556|UN91_09410				9570409:0049:LC|9570409:0047:LC|12904549:0018:LC
O52149	O52149	SEPL	SEPL					PDB_5C9E:0114:LC
O85638	O85638	GRLR	GRLR	A6581_10165|A8G17_12670|ARC77_15090|AU473_02770|BTQ04_20835|BWP17_19355|CRE06_16920|CVH05_05435|ERS085383_02517|ERS085404_04300|NCTC13125_03270|NCTC13127_00314|NCTC9701_00163|UN91_09420	A6581_10165|A8G17_12670|ARC77_15090|AU473_02770|BTQ04_20835|BWP17_19355|CRE06_16920|CVH05_05435|ERS085383_02517|ERS085404_04300|NCTC13125_03270|NCTC13127_00314|NCTC9701_00163|UN91_09420			17511515:0114:LC|12904549:0018:LC
O88093	O88093	HBP	HBP					21123869:0114:LC|20615416:0114:LC
P00350	P00350	GND	GND					19686854:0114:LC|24561554:0096:HT|24561554:0397:HT
P00363	P0A8Q0	FRDA	FRDC					10373108:0114:LC|11850430:0114:LC
P00363	P0AC47	FRDA	FRDB					10373108:0114:LC|17137328:0404:LC|11850430:0114:LC|16858726:0276:LC
P00363	P64559	FRDA	SDHE					29348404:0114:LC
P00370	P00370	GDHA	GDHA					23879525:0114:LC|14973045:0655:LC
P00448	P00448	SODA	SODA					PDB_1VEW:0114:LC|PDB_1MMM:0114:LC|11141052:0114:LC|10686094:0114:LC|20417642:0114:LC|PDB_1ZLZ:0114:LC|PDB_1IX9:0114:LC|PDB_1IXB:0114:LC|11294629:0114:LC|21044611:0114:LC
P00452	P00452	NRDA	NRDA					22160671:0028:LC|15690043:0007:LC|17726094:0071:LC|15690043:0676:LC|22160671:0826:LC
P00452	P68688	NRDA	GRXA					10493864:0114:LC
P00452	P69924	NRDA	NRDB					22727814:0826:LC|17726094:0071:LC|22727814:0020:LC|22160671:0028:LC|14752109:0107:LC|9309223:0114:LC|22160671:0020:LC|22727814:0114:LC|22160671:0826:LC|22160671:0114:LC
P00490	P00490	MALP	MALP					15690043:0007:LC|9145112:0114:LC|10469642:0114:LC|15690043:0676:LC|18164678:0114:LC|12217700:0114:LC|10220320:0114:LC|PDB_2ASV:0114:LC
P00509	P00509	ASPC	ASPC					8196059:0114:LC|7664122:0114:LC|28816437:0114:LC|24561554:0096:HT|16858726:0276:LC|23396064:0114:LC|15461450:0114:LC|15938611:0114:LC|7851426:0114:LC|7819232:0114:LC|9893985:0114:LC|24561554:0397:HT|7556224:0114:LC
P00550	P00550	MTLA	MTLA					9551558:0114:LC|8027040:0071:LC|6441590:0045:LC|16443929:0114:LC|11854301:0030:LC|11278734:0030:LC|3512295:0030:LC|3322385:0030:LC
P00550	P0AA04	MTLA	PTSH					17051159:0077:LC|12202490:0114:LC
P00561	P00561	THRA	THRA					4302:0013:LC|3896789:0401:LC|PDB_6MX1:0114:LC
P00579	P00579	RPOD	RPOD					15690043:0007:LC|14687566:0404:LC|15690043:0676:LC|24561554:0397:HT|18826409:0018:LC
P00579	P06134	RPOD	ADA					9582376:0404:LC|10049384:0401:LC|10049384:0404:LC|24561554:0397:HT|9582376:0401:LC
P00579	P09377	RPOD	RHAS					15342598:0401:LC|10940041:0401:LC|24561554:0397:HT|10940041:0415:LC
P00579	P09378	RPOD	RHAR					15342598:0401:LC|24561554:0397:HT
P00579	P0A7C2	RPOD	LEXA					24561554:0397:HT
P00579	P0A7Z4	RPOD	RPOA					10764785:0047:LC|7918430:0030:LC|19903881:0071:LC|14962387:0069:LC|10079080:0030:LC|26190576:0114:LC|12820974:0401:LC|14962387:0404:LC|321015:0030:LC
P00579	P0A8T7	RPOD	RPOC					10764785:0047:LC|7918430:0030:LC|14962387:0069:LC|9813048:0004:LC|9813048:0049:LC|10764785:0096:LC|14962387:0404:LC|321015:0030:LC|8246931:0030:LC
P00579	P0A8V2	RPOD	RPOB					19366670:0655:LC|7918430:0030:LC|14962387:0069:LC|14962387:0404:LC|22135460:0655:LC|321015:0030:LC
P00579	P0A9E0	RPOD	ARAC					24561554:0397:HT|10960090:0415:LC
P00579	P0ACH8	RPOD	MELR					24561554:0397:HT|14982625:0401:LC
P00579	P0ACJ8	RPOD	CRP					10860740:0415:LC|10860740:0401:LC|9878355:0401:LC|24561554:0397:HT|19903881:0040:LC
P00579	P0AFX4	RPOD	RSD					18826409:0014:LC|14687566:0404:LC|18359804:0018:LC|11591686:0018:LC|18359804:0014:LC|17681541:0114:LC|14687566:0401:LC|14687566:0004:LC|14687566:0018:LC|14687566:0069:LC|18826409:0018:LC|18359804:0276:LC|24561554:0397:HT|18359804:0107:LC|18359804:0096:LC
P00579	P0AG96	RPOD	SECE					24561554:0397:HT
P00579	P17410	RPOD	CHBR					24561554:0397:HT
P00579	P39208	RPOD	IDNK					24561554:0397:HT
P00579	P60240	RPOD	RAPA					24561554:0397:HT
P00579	P75679	RPOD	INSN1					24561554:0397:HT
P00579	P77396	RPOD	YPDC					24561554:0397:HT
P00634	P00634	PHOA	PHOA					PDB_3BDF:0114:LC|29070681:0114:LC|17008720:0114:LC|15938627:0114:LC|7703848:0114:LC|7577993:0114:LC|10850800:0114:LC|25902402:0114:LC|18627128:0114:LC|10085061:0114:LC|10873454:0114:LC|8652582:0114:LC|7473737:0114:LC|23843744:0114:LC|9533886:0114:LC|11884134:0114:LC|8648634:0114:LC|8520475:0114:LC|19349157:0114:LC|9253408:0114:LC|8746724:0114:LC|22056344:0114:LC|27189921:0114:LC|PDB_3BDH:0114:LC|2010919:0114:LC
P00634	P10408	PHOA	SECA					19924216:0065:LC|18022369:0065:LC|12942645:0019:LC
P00642	P00642	ECORIR	ECORIR					9799508:0030:LC|17997963:0114:LC
P00646	P00646	CEAC	CEAC					PDB_2B5U:0114:LC|11741540:0114:LC
P00646	P06129	CEAC	BTUB					14528295:0114:LC
P00646	Q03708	CEAC	IMM					25856265:0114:LC|PDB_2B5U:0114:LC|10986462:0114:LC|11741540:0114:LC
P00803	P00803	LEPB	LEPB					16079137:0276:LC|11741964:0114:LC|30209367:0114:LC|9823901:0114:LC|15136583:0114:LC|19655811:0114:LC|21999324:0114:LC
P00805	P00805	ANSB	ANSB					16858726:0276:LC|25040257:0114:LC|29101342:0114:LC|8434007:0114:LC|30462348:0114:LC|12595697:0114:LC|8706862:0114:LC|11223513:0114:LC
P00805	P0A805	ANSB	FRR					24561554:0397:HT
P00805	P25535	ANSB	UBII					24561554:0397:HT
P00805	P32712	ANSB	NRFG					24561554:0397:HT
P00805	P76502	ANSB	SIXA					24561554:0397:HT
P00811	P00811	AMPC	AMPC					PDB_1FCM:0114:LC|PDB_1FCO:0114:LC|PDB_4KG6:0114:LC|12323371:0114:LC|15796528:0114:LC|27487828:0114:LC|19241376:0114:LC|11182316:0114:LC|19416920:0114:LC|9819201:0114:LC|11478888:0114:LC|11410378:0114:LC|18333608:0114:LC|PDB_4JXG:0114:LC|PDB_5GZW:0114:LC|17997318:0114:LC|12121656:0114:LC|14661960:0114:LC|12435704:0114:LC|24807704:0114:LC|19913034:0114:LC|PDB_4KG2:0114:LC|12144785:0114:LC|PDB_4KG5:0114:LC|12904027:0114:LC|17072304:0114:LC|11434768:0114:LC|20452208:0114:LC|30728502:0114:LC|25344815:0114:LC|17628063:0114:LC|12005439:0114:LC|23043117:0114:LC|17956081:0114:LC|PDB_1FCN:0114:LC|12109906:0114:LC|20945905:0114:LC|24791931:0114:LC|12526668:0114:LC|24835785:0114:LC
P00816	P00816	CYNS	CYNS					8195141:0071:LC|10801492:0114:LC|6994799:0071:LC|8195141:0404:LC|6994799:0029:LC
P00861	P0AD01	LYSA	DCUR					24561554:0397:HT
P00861	P0AE88	LYSA	CPXR					15690043:0096:LC|15690043:0676:LC|15690043:0007:LC|24561554:0397:HT
P00861	Q79E92	LYSA	YKGN					24561554:0397:HT
P00887	P0A6F5	AROH	GROL					10647006:0019:LC|24561554:0397:HT
P00888	P39834	AROF	YGIL					24561554:0397:HT
P00888	P68646	AROF	FIXX					24561554:0397:HT
P00893	P00893	ILVI	ILVI					14973045:0655:LC|24561554:0397:HT
P00893	P00894	ILVI	ILVH					24561554:0397:HT
P00893	P0A7X6	ILVI	RIMM					24561554:0397:HT
P00893	P30125	ILVI	LEUB					24561554:0397:HT
P00893	Q46864	ILVI	MQSA					24561554:0397:HT
P00894	P00894	ILVH	ILVH					16458324:0114:LC|12488095:0055:LC|24561554:0397:HT|14973045:0655:LC
P00895	P00936	TRPE	CYAA					24561554:0397:HT
P00895	P0AAB8	TRPE	USPD					24561554:0397:HT
P00895	P12996	TRPE	BIOB					24561554:0397:HT
P00895	P51020	TRPE	MHPE					24561554:0397:HT
P00903	P05041	PABA	PABB					24561554:0397:HT|8679677:0071:LC
P00903	P0ABZ1	PABA	FLIG					24561554:0397:HT
P00904	P00904	TRPGD	TRPGD					24627523:0397:HT
P00909	P17993	TRPC	UBIG					24561554:0397:HT
P00909	P39391	TRPC	YJIT					24561554:0397:HT
P00909	P39834	TRPC	YGIL					24561554:0397:HT
P00909	P68646	TRPC	FIXX					24561554:0397:HT
P00909	Q46941	TRPC	YQEH					24561554:0397:HT
P00914	P00914	PHRB	PHRB					15690043:0007:LC|7604260:0114:LC|15690043:0676:LC|24561554:0397:HT
P00926	P30750	DSDA	METN					24561554:0397:HT
P00934	P68646	THRC	FIXX					24561554:0397:HT
P00935	P00935	METB	METB					14973045:0655:LC|9843488:0114:LC
P00936	P05827	CYAA	ILVY					24561554:0397:HT
P00936	P0ACJ8	CYAA	CRP					24561554:0397:HT
P00936	P15038	CYAA	HELD					24561554:0729:HT|24561554:0096:HT|24561554:0397:HT
P00936	P15373	CYAA	PRLF					24561554:0397:HT
P00936	P28638	CYAA	YHDJ					24561554:0397:HT
P00936	P37349	CYAA	DHAM					24561554:0397:HT
P00936	P76097	CYAA	YDCJ					24561554:0397:HT
P00936	Q46864	CYAA	MQSA					24561554:0397:HT
P00936	Q47147	CYAA	YAFJ					24561554:0397:HT
P00946	P18196	MANA	MINC					15690043:0096:LC|15690043:0676:LC|15690043:0007:LC|24561554:0397:HT
P00956	P02925	ILES	RBSB					15690043:0096:LC|15690043:0676:LC|15690043:0007:LC|24561554:0397:HT
P00956	P15042	ILES	LIGA					24561554:0397:HT
P00956	P19930	ILES	HYAD					15690043:0096:LC|15690043:0676:LC|15690043:0007:LC|24561554:0397:HT
P00956	P39336	ILES	YJGL					15690043:0096:LC|15690043:0676:LC|15690043:0007:LC|24561554:0397:HT
P00956	P75767	ILES	YBHK					24561554:0397:HT
P00957	P00957	ALAS	ALAS					7005211:0071:LC|7005211:0030:LC|16858726:0276:LC|15690043:0676:LC|15690043:0007:LC|20010690:0114:LC
P00959	P60422	METG	RPLB					24561554:0397:HT
P00960	P00960	GLYQ	GLYQ					15690043:0007:LC|15690043:0676:LC|24627523:0397:HT
P00960	P00961	GLYQ	GLYS					24561554:0397:HT|24627523:0397:HT
P00960	P06968	GLYQ	DUT					24627523:0397:HT
P00960	P0A8B2	GLYQ	YFCN					24561554:0397:HT
P00960	P21189	GLYQ	POLB					24561554:0397:HT
P00960	P28638	GLYQ	YHDJ					24561554:0397:HT
P00960	P39220	GLYQ	YABP		B0056			24561554:0397:HT
P00960	P69741	GLYQ	HYBO					24561554:0397:HT
P00960	P77174	GLYQ	YBDM					24561554:0397:HT
P00961	P00961	GLYS	GLYS					15690043:0007:LC|16858726:0276:LC|15690043:0676:LC
P00963	P00963	ASNA	ASNA					9437423:0114:LC|1369484:0071:LC|24561554:0397:HT
P00963	P76349	ASNA	YEEL		B1979/B1980			24561554:0397:HT
P00968	P00968	CARB	CARB					9603918:0030:LC|24561554:0397:HT|11551199:0028:LC
P00968	P0A6F1	CARB	CARA					10428826:0114:LC|10089390:0114:LC|12130656:0114:LC|10029528:0114:LC|10587438:0114:LC|9636022:0114:LC|9174345:0114:LC|11551199:0027:LC|24561554:0397:HT
P02358	P0A7T7	RPSF	RPSR					6351913:0030:LC|24561554:0397:HT|24627523:0397:HT
P02359	P0A707	RPSG	INFC					16858726:0276:LC|6349681:0030:LC
P02359	P0A7K2	RPSG	RPLL					8722010:0030:LC|9430711:0030:LC
P02359	P0A9W3	RPSG	ETTA					24389465:0114:LC
