Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
O07523	O34509	YHAP	YOPZ					21630458:0018:HT
O07523	O34635	YHAP	SDAAB					21630458:0018:HT
O07523	O34755	YHAP	YKOT					21630458:0018:HT
O07523	O34798	YHAP	PDAC					21630458:0018:HT
O07523	P16655	YHAP	DIVIB					21630458:0018:HT
O07523	P19582	YHAP	HOM					21630458:0018:HT
O07523	P24009	YHAP	CTAB2					21630458:0018:HT
O07523	P28264	YHAP	FTSA					21630458:0018:HT
O07523	P32399	YHAP	YHGE					21630458:0018:HT
O07523	P37471	YHAP	DIVIC					21630458:0018:HT
O07523	P39214	YHAP	MCPA					21630458:0018:HT
O07523	P39668	YHAP	YYXA					21630458:0018:HT
O07523	P39762	YHAP	AMPS					21630458:0018:HT
O07523	P39798	YHAP	XHLA					21630458:0018:HT
O07523	P39847	YHAP	PPSC					21630458:0018:HT
O07523	P40404	YHAP	CHED					21630458:0018:HT
O07523	P40806	YHAP	PKSJ					21630458:0018:HT
O07523	P42312	YHAP	NUPG		N15HR			21630458:0018:HT
O07523	P45870	YHAP	RACA					21630458:0018:HT
O07523	P45920	YHAP	YQBD					21630458:0018:HT
O07523	P46333	YHAP	CSBC		SS92BR			21630458:0018:HT
O07523	P46344	YHAP	PGPH					21630458:0018:HT
O07523	P49853	YHAP	YKJA					21630458:0018:HT
O07523	P51834	YHAP	SMC					21630458:0018:HT
O07523	P54423	YHAP	WPRA					21630458:0018:HT
O07523	P71006	YHAP	ALBF					21630458:0018:HT
O07523	P71012	YHAP	FRUA					21630458:0018:HT
O07523	P94412	YHAP	YCLI					21630458:0018:HT
O07523	P96604	YHAP	YDBI					21630458:0018:HT
O07523	P96669	YHAP	YDEL					21630458:0018:HT
O07523	P96706	YHAP	YDGH					21630458:0018:HT
O07523	P96722	YHAP	YWQJ					21630458:0018:HT
O07523	Q01467	YHAP	MRED					21630458:0018:HT
O07523	Q07867	YHAP	FTSL					21630458:0018:HT
O07523	Q07868	YHAP	PBPB					21630458:0018:HT
O07527	P35154	YHCY	SCPA					21630458:0018:HT
O07529	O07529	AZR	AZR					19682074:0114:LC|PDB_2GSW:0114:LC|19682074:0276:LC
O07542	O07542	YHEA	YHEA					PDB_2OEE:0114:LC
O07565	O07565	NTDB	NTDB					PDB_3GYG:0114:LC
O07566	O07566	NTDA	NTDA					24097983:0114:LC
O07568	O31653	YHJN	YKZH					21630458:0018:HT
O07568	P54522	YHJN	XSEB					21630458:0018:HT
O07573	O31851	NSRR	YOJM					21630458:0018:HT
O07585	O31501	YHDP	SWRC					21630458:0018:HT
O07585	O34755	YHDP	YKOT					21630458:0018:HT
O07621	O07621	HEMAT	HEMAT					12962628:0114:LC
O07621	P39214	HEMAT	MCPA					21630458:0018:HT
O07621	P39216	HEMAT	TLPA					21630458:0018:HT
O07628	P51834	YLAD	SMC					21630458:0018:HT
O07628	P54521	YLAD	XSEA					21630458:0018:HT
O07639	O34319	FTSW	YKCC					21630458:0018:HT
O07639	O34755	FTSW	YKOT					21630458:0018:HT
O07639	P46344	FTSW	PGPH					21630458:0018:HT
O07639	P71012	FTSW	FRUA					21630458:0018:HT
O07639	P94412	FTSW	YCLI					21630458:0018:HT
O07639	P96706	FTSW	YDGH					21630458:0018:HT
O08455	O32239	YHAN	YVAQ					21630458:0018:HT
O08455	O34319	YHAN	YKCC					21630458:0018:HT
O08455	O34427	YHAN	CITS					21630458:0018:HT
O08455	P05096	YHAN	DNAG					21630458:0018:HT
O08455	P16655	YHAN	DIVIB					21630458:0018:HT
O08455	P28264	YHAN	FTSA					21630458:0018:HT
O08455	P37471	YHAN	DIVIC					21630458:0018:HT
O08455	Q01466	YHAN	MREC					21630458:0018:HT
O08455	Q01467	YHAN	MRED					21630458:0018:HT
O08455	Q07867	YHAN	FTSL					21630458:0018:HT
O31435	O31863	YBDM	YOZD					21630458:0018:HT
O31435	P42411	YBDM	RSBT					25374563:1112:LC|25278935:0424:LC|25278935:0018:LC
O31440	O31440	CYPC	CYPC					20697922:0114:LC
O31452	O31452	YBFK	YBFK					24418394:0114:LC
O31465	O31465	GLSA1	GLSA1					PDB_2OSU:0114:LC|PDB_3AGF:0114:LC|18459799:0114:LC
O31469	O32101	YCZC	YUEB					21630458:0018:HT
O31474	O31474	YCGJ	YCGJ					PDB_2GLU:0114:LC|PDB_1XXL:0114:LC
O31488	O31851	YDAN	YOJM					21630458:0018:HT
O31498	O31851	LIGA	YOJM					21630458:0018:HT
O31498	P46344	LIGA	PGPH					21630458:0018:HT
O31501	O31501	SWRC	SWRC					21630458:0018:HT
O31501	O31522	SWRC	YESS					21630458:0018:HT
O31501	O31550	SWRC	ACOC					21630458:0018:HT
O31501	O31605	SWRC	YJBG					21630458:0018:HT
O31501	O31794	SWRC	YMAF					21630458:0018:HT
O31501	O32071	SWRC	YTDP					21630458:0018:HT
O31501	O32101	SWRC	YUEB					21630458:0018:HT
O31501	O32193	SWRC	CSSS					21630458:0018:HT
O31501	O32239	SWRC	YVAQ					21630458:0018:HT
O31501	O32247	SWRC	YVBJ					21630458:0018:HT
O31501	O34319	SWRC	YKCC					21630458:0018:HT
O31501	O34427	SWRC	CITS					21630458:0018:HT
O31501	O34509	SWRC	YOPZ					21630458:0018:HT
O31501	O34755	SWRC	YKOT					21630458:0018:HT
O31501	O34944	SWRC	YTJP					21630458:0018:HT
O31501	O34961	SWRC	YJMB					21630458:0018:HT
O31501	P16655	SWRC	DIVIB					21630458:0018:HT
O31501	P24009	SWRC	CTAB2					21630458:0018:HT
O31501	P28264	SWRC	FTSA					21630458:0018:HT
O31501	P32399	SWRC	YHGE					21630458:0018:HT
O31501	P35161	SWRC	RESB					21630458:0018:HT
O31501	P35536	SWRC	FLIZ					21630458:0018:HT
O31501	P37471	SWRC	DIVIC					21630458:0018:HT
O31501	P37476	SWRC	FTSH					21630458:0018:HT
O31501	P37514	SWRC	YYAJ					21630458:0018:HT
O31501	P37561	SWRC	YABS					21630458:0018:HT
O31501	P37945	SWRC	LON1					21630458:0018:HT
O31501	P39668	SWRC	YYXA					21630458:0018:HT
O31501	P39798	SWRC	XHLA					21630458:0018:HT
O31501	P39847	SWRC	PPSC					21630458:0018:HT
O31501	P42111	SWRC	YXAL		S14K/S14L			21630458:0018:HT
O31501	P42240	SWRC	GARD					21630458:0018:HT
O31501	P42249	SWRC	CWLJ					21630458:0018:HT
O31501	P42970	SWRC	YCZI					21630458:0018:HT
O31501	P45745	SWRC	DHBF					21630458:0018:HT
O31501	P45870	SWRC	RACA					21630458:0018:HT
O31501	P45920	SWRC	YQBD					21630458:0018:HT
O31501	P46333	SWRC	CSBC		SS92BR			21630458:0018:HT
O31501	P46344	SWRC	PGPH					21630458:0018:HT
O31501	P49853	SWRC	YKJA					21630458:0018:HT
O31501	P51834	SWRC	SMC					21630458:0018:HT
O31501	P54423	SWRC	WPRA					21630458:0018:HT
O31501	P70965	SWRC	MURAA					21630458:0018:HT
O31501	P71006	SWRC	ALBF					21630458:0018:HT
O31501	P71012	SWRC	FRUA					21630458:0018:HT
O31501	P94412	SWRC	YCLI					21630458:0018:HT
O31501	P94591	SWRC	GLCR					21630458:0018:HT
O31501	P96604	SWRC	YDBI					21630458:0018:HT
O31501	P96669	SWRC	YDEL					21630458:0018:HT
O31501	P96706	SWRC	YDGH					21630458:0018:HT
O31501	P96722	SWRC	YWQJ					21630458:0018:HT
O31501	Q01467	SWRC	MRED					21630458:0018:HT
O31501	Q07867	SWRC	FTSL					21630458:0018:HT
O31501	Q07868	SWRC	PBPB					21630458:0018:HT
O31501	Q08794	SWRC	YCXC					21630458:0018:HT
O31502	O31502	DAGK	DAGK					21630458:0018:HT
O31502	O35023	DAGK	SODF					21630458:0018:HT
O31502	P17865	DAGK	FTSZ					21630458:0018:HT
O31511	O31511	YESE	YESE					PDB_1S5A:0114:LC
O31516	O31851	YESM	YOJM					21630458:0018:HT
O31522	O34319	YESS	YKCC					21630458:0018:HT
O31522	O34755	YESS	YKOT					21630458:0018:HT
O31522	P08877	YESS	PTSH					21630458:0018:HT
O31522	P24009	YESS	CTAB2					21630458:0018:HT
O31522	P32399	YESS	YHGE					21630458:0018:HT
O31522	P39798	YESS	XHLA					21630458:0018:HT
O31522	P45870	YESS	RACA					21630458:0018:HT
O31522	P46344	YESS	PGPH					21630458:0018:HT
O31522	P94412	YESS	YCLI					21630458:0018:HT
O31522	P96706	YESS	YDGH					21630458:0018:HT
O31522	P96722	YESS	YWQJ					21630458:0018:HT
O31522	Q01467	YESS	MRED					21630458:0018:HT
O31524	O31524	YESU	YESU					PDB_1OQ1:0114:LC
O31526	O31526	YESW	YESW					17947240:0114:LC|19193638:0114:LC
O31530	P71080	YETA	YGAB					21630458:0018:HT
O31533	O31533	YETF	YETF					PDB_3C6F:0114:LC
O31543	O31851	YFJQ	YOJM					21630458:0018:HT
O31550	O31863	ACOC	YOZD					21630458:0018:HT
O31550	O34755	ACOC	YKOT					21630458:0018:HT
O31550	P05096	ACOC	DNAG					21630458:0018:HT
O31560	O31560	YFIR	YFIR					16862575:0114:LC
O31562	O31562	YFIT	YFIT					15581359:0114:LC
O31570	O31851	YFHB	YOJM					21630458:0018:HT
O31602	P20429	SPXA	RPOA					16249335:0114:LC|14597697:0415:LC|20084284:0114:LC|21630458:0018:HT|15659166:0417:LC|12642660:0018:LC|19580872:0114:LC
O31605	P94412	YJBG	YCLI					21630458:0018:HT
O31611	O31611	YJBM	YJBM					26460002:0114:LC
O31613	O31851	YJBO	YOJM					21630458:0018:HT
O31616	O31616	THIO	THIO					12627963:0114:LC|19864430:0114:LC|15105420:0114:LC
O31617	O31618	THIS	THIG					15362849:0114:LC
O31618	O31618	THIG	THIG					15362849:0114:LC|PDB_1XM3:0114:LC
O31629	O31629	YJCG	YJCG					18473364:0114:LC
O31633	O31633	YJCK	YJCK					21630458:0018:HT
O31633	O34623	YJCK	DNAE					21630458:0018:HT
O31633	P13799	YJCK	DEGS					21630458:0018:HT
O31653	O31653	YKZH	YKZH					21630458:0018:HT
O31653	O32193	YKZH	CSSS					21630458:0018:HT
O31653	P25811	YKZH	MNME					21630458:0018:HT
O31653	P94542	YKZH	ZAPA					21630458:0018:HT
O31654	P37870	SIGI	RPOB					21630458:0018:HT
O31661	P40950	KINE	YUXN					21630458:0018:HT
O31662	O31662	MTNA	MTNA					18156470:0114:LC
O31663	O31663	MTNK	MTNK					17372354:0114:LC|17522047:0114:LC
O31666	O31666	MTNW	MTNW					19690372:0114:LC
O31667	O31667	MTNX	MTNX					17654724:0114:LC
O31671	O31671	KIND	KIND					23436677:0114:LC
O31675	O31675	QUEC	QUEC					18491386:0114:LC
O31677	O31677	QUEE	QUEE					28045519:0114:LC
O31677	P42111	QUEE	YXAL		S14K/S14L			21630458:0018:HT
O31678	O31678	QUEF	QUEF					22787148:0114:LC|28300774:0114:LC
O31691	O31691	GLCT	GLCT					PDB_3UFE:0114:LC
O31697	O31697	YKZF	YKZF					24534728:0114:LC
O31698	O31698	YKUL	YKUL					PDB_1YAV:0114:LC
O31728	O31728	SEPF	SEPF					16796675:0018:LC|24218584:0114:LC|21224850:0071:LC|21630458:0018:HT|21224850:0040:LC
O31728	P17865	SEPF	FTSZ					16796675:0018:LC|16796675:0096:LC|21630458:0018:HT
O31740	P21476	RIMM	RPSS					21630458:0018:HT
O31740	P54602	RIMM	YHCR					21630458:0018:HT
O31741	O31863	TRMD	YOZD					21630458:0018:HT
O31775	O31775	YMDB	YMDB					24163345:0114:LC
O31779	O31779	YMCA	YMCA					PDB_2PIH:0114:LC
O31794	P54459	YMAF	YQEN					21630458:0018:HT
O31796	O31796	HFQ	HFQ					PDB_3AHU:0114:LC
O31801	O31801	YNCF	YNCF					23897460:0114:LC
O31803	O31803	YNCM	YNCM					PDB_4HFS:0114:LC
O31818	O31818	YNZC	YNZC					PDB_3BHP:0114:LC
O31824	O34427	NRNB	CITS					21630458:0018:HT
O31824	P54521	NRNB	XSEA					21630458:0018:HT
O31851	O31851	YOJM	YOJM					16173759:0114:LC|15897454:0114:LC|21630458:0018:HT
O31851	P09124	YOJM	GAPA					21630458:0018:HT
O31851	P21465	YOJM	RPSC					21630458:0018:HT
O31851	P26936	YOJM	SPOIVFA					21630458:0018:HT
O31851	P37465	YOJM	METG					21630458:0018:HT
O31851	P37958	YOJM	MECA					21630458:0018:HT
O31851	P46905	YOJM	YCCK					21630458:0018:HT
O31851	P49853	YOJM	YKJA					21630458:0018:HT
O31851	P50849	YOJM	PNP					21630458:0018:HT
O31851	P54430	YOJM	YRKC					21630458:0018:HT
O31851	P80868	YOJM	FUSA					21630458:0018:HT
O31851	P94514	YOJM	LYTT					21630458:0018:HT
O31861	P39668	YOJB	YYXA					21630458:0018:HT
O31861	P40950	YOJB	YUXN					21630458:0018:HT
O31861	P54423	YOJB	WPRA					21630458:0018:HT
O31863	O31863	YOZD	YOZD					21630458:0018:HT
O31863	O34389	YOZD	MALS					21630458:0018:HT
O31863	P05645	YOZD	LEUB					21630458:0018:HT
O31863	P21458	YOZD	SPOIIIE					21630458:0018:HT
O31863	P37563	YOZD	TILS					21630458:0018:HT
O31863	P37585	YOZD	MURG					21630458:0018:HT
O31863	P40762	YOZD	PCHR					21630458:0018:HT
O31863	P42924	YOZD	RPLW					21630458:0018:HT
O31863	P45745	YOZD	DHBF					21630458:0018:HT
O31863	P45870	YOZD	RACA					21630458:0018:HT
O31863	P45931	YOZD	YQBO					21630458:0018:HT
O31863	P54326	YOZD	XKDF					21630458:0018:HT
O31896	O31896	YORR	YORR					PDB_2AXP:0114:LC|PDB_3KB2:0114:LC
O31927	O31927	YOPK	YOPK					30745087:0114:LC
O31927	P54521	YOPK	XSEA					21630458:0018:HT
O31947	O31947	YONK	YONK					PDB_2H4O:0114:LC
O31976	P42111	YOMI	YXAL		S14K/S14L			21630458:0018:HT
O32036	O32036	YRRM	YRRM					29982645:0114:LC
O32053	O34427	TGT	CITS					21630458:0018:HT
O32071	O32101	YTDP	YUEB					21630458:0018:HT
O32071	O34319	YTDP	YKCC					21630458:0018:HT
O32071	O34755	YTDP	YKOT					21630458:0018:HT
O32071	P32399	YTDP	YHGE					21630458:0018:HT
O32071	P39798	YTDP	XHLA					21630458:0018:HT
O32071	P45870	YTDP	RACA					21630458:0018:HT
O32071	P46344	YTDP	PGPH					21630458:0018:HT
O32071	P71012	YTDP	FRUA					21630458:0018:HT
O32071	P94412	YTDP	YCLI					21630458:0018:HT
O32071	P96706	YTDP	YDGH					21630458:0018:HT
O32071	P96722	YTDP	YWQJ					21630458:0018:HT
O32079	O32079	YUAD	YUAD					PDB_1ORU:0114:LC
O32080	O32080	KTRA	KTRA					23598340:0071:LC|23598340:0114:LC|16990138:0114:LC|12086676:0114:LC
O32085	O32085	CDOA	CDOA					PDB_3EQE:0114:LC|25307852:0114:LC
O32092	O32092	YUEI	YUEI					PDB_2OHW:0114:LC
O32101	O32193	YUEB	CSSS					21630458:0018:HT
O32101	O34509	YUEB	YOPZ					21630458:0018:HT
O32101	O34755	YUEB	YKOT					21630458:0018:HT
O32101	O34944	YUEB	YTJP					21630458:0018:HT
O32101	P19582	YUEB	HOM					21630458:0018:HT
O32101	P35161	YUEB	RESB					21630458:0018:HT
O32101	P39214	YUEB	MCPA					21630458:0018:HT
O32101	P39668	YUEB	YYXA					21630458:0018:HT
O32101	P39798	YUEB	XHLA					21630458:0018:HT
O32101	P39847	YUEB	PPSC					21630458:0018:HT
O32101	P40806	YUEB	PKSJ					21630458:0018:HT
O32101	P42249	YUEB	CWLJ					21630458:0018:HT
O32101	P45870	YUEB	RACA					21630458:0018:HT
O32101	P45920	YUEB	YQBD					21630458:0018:HT
O32101	P51834	YUEB	SMC					21630458:0018:HT
O32101	P71006	YUEB	ALBF					21630458:0018:HT
O32101	P96604	YUEB	YDBI					21630458:0018:HT
O32101	P96669	YUEB	YDEL					21630458:0018:HT
O32101	Q01467	YUEB	MRED					21630458:0018:HT
O32108	O32108	YUIC	YUIC					26163297:0114:LC
O32126	O32126	YUTE	YUTE					PDB_1YLM:0114:LC
O32142	O32142	PUCM	PUCM					16782815:0114:LC|16782815:0071:LC
O32148	O32148	PUCG	PUCG					PDB_3ISL:0114:LC
O32152	O32152	YURK	YURK					PDB_2IKK:0114:LC
O32153	O34327	FRLD	RAPJ					21630458:0018:HT
O32163	O32164	SUFU	SUFS					29235855:0114:LC|21236255:0096:LC|21236255:0071:LC|21236255:0415:LC
O32164	O32164	SUFS	SUFS					29235855:0114:LC|21236255:0071:LC
O32165	P37563	SUFD	TILS					21630458:0018:HT
O32181	O32181	YUSO	YUSO					PDB_1S3J:0114:LC
O32193	O34319	CSSS	YKCC					21630458:0018:HT
O32193	O34755	CSSS	YKOT					21630458:0018:HT
O32193	P12047	CSSS	PURB					21630458:0018:HT
O32193	P32399	CSSS	YHGE					21630458:0018:HT
O32193	P39798	CSSS	XHLA					21630458:0018:HT
O32193	P45870	CSSS	RACA					21630458:0018:HT
O32193	P45905	CSSS	YQAH					21630458:0018:HT
O32193	P45920	CSSS	YQBD					21630458:0018:HT
O32193	P46344	CSSS	PGPH					21630458:0018:HT
O32193	P94412	CSSS	YCLI					21630458:0018:HT
O32193	P96706	CSSS	YDGH					21630458:0018:HT
O32193	P96722	CSSS	YWQJ					21630458:0018:HT
O32198	O34319	LIAS	YKCC					21630458:0018:HT
O32198	O34755	LIAS	YKOT					21630458:0018:HT
O32198	P94412	LIAS	YCLI					21630458:0018:HT
O32198	P96706	LIAS	YDGH					21630458:0018:HT
O32206	P39214	YVGJ	MCPA					21630458:0018:HT
O32210	O32210	YVGN	YVGN					19585557:0114:LC
O32212	P71012	NHAK	FRUA					21630458:0018:HT
O32212	P94412	NHAK	YCLI					21630458:0018:HT
O32212	P96706	NHAK	YDGH					21630458:0018:HT
O32220	O32221	COPA	COPZ					12644235:0018:LC|14711369:0232:LC|14514665:0077:LC|12590580:0077:LC|11922674:0077:LC
O32221	O32221	COPZ	COPZ					19746989:0114:LC
O32223	O32223	IOLW	IOLW					PDB_3GDO:0114:LC
O32239	P07908	YVAQ	DNAB					21630458:0018:HT
O32239	P32399	YVAQ	YHGE					21630458:0018:HT
O32239	P39214	YVAQ	MCPA					21630458:0018:HT
O32239	P39216	YVAQ	TLPA					21630458:0018:HT
O32239	P39798	YVAQ	XHLA					21630458:0018:HT
O32239	P45920	YVAQ	YQBD					21630458:0018:HT
O32239	P45931	YVAQ	YQBO					21630458:0018:HT
O32243	O32243	OPUCC	OPUCC					21366542:0114:LC
O32247	O34755	YVBJ	YKOT					21630458:0018:HT
O32247	P39798	YVBJ	XHLA					21630458:0018:HT
O32247	P46344	YVBJ	PGPH					21630458:0018:HT
O32247	P94412	YVBJ	YCLI					21630458:0018:HT
O32247	P96706	YVBJ	YDGH					21630458:0018:HT
O32248	O32248	YVBK	YVBK					PDB_1YVK:0114:LC
O32253	O32253	CGGR	CGGR					18554327:0114:LC
O32257	O34427	YVBW	CITS					21630458:0018:HT
O32293	O32293	YYCN	YYCN					PDB_1ON0:0114:LC|14635137:0114:LC
O34306	O34306	YFLH	YFLH					PDB_3D0W:0114:LC
O34313	O34313	YFKN	YFKN					PDB_3GVE:0114:LC
O34319	O34319	YKCC	YKCC					21630458:0018:HT
O34319	O34427	YKCC	CITS					21630458:0018:HT
O34319	O34509	YKCC	YOPZ					21630458:0018:HT
O34319	O34755	YKCC	YKOT					21630458:0018:HT
O34319	O34944	YKCC	YTJP					21630458:0018:HT
O34319	P06567	YKCC	DNAI					21630458:0018:HT
O34319	P16655	YKCC	DIVIB					21630458:0018:HT
O34319	P24009	YKCC	CTAB2					21630458:0018:HT
O34319	P28264	YKCC	FTSA					21630458:0018:HT
O34319	P32399	YKCC	YHGE					21630458:0018:HT
O34319	P35536	YKCC	FLIZ					21630458:0018:HT
O34319	P37471	YKCC	DIVIC					21630458:0018:HT
O34319	P37514	YKCC	YYAJ					21630458:0018:HT
O34319	P39668	YKCC	YYXA					21630458:0018:HT
O34319	P39798	YKCC	XHLA					21630458:0018:HT
O34319	P39847	YKCC	PPSC					21630458:0018:HT
O34319	P40806	YKCC	PKSJ					21630458:0018:HT
O34319	P42970	YKCC	YCZI					21630458:0018:HT
O34319	P45870	YKCC	RACA					21630458:0018:HT
O34319	P45920	YKCC	YQBD					21630458:0018:HT
O34319	P45931	YKCC	YQBO					21630458:0018:HT
O34319	P46333	YKCC	CSBC		SS92BR			21630458:0018:HT
O34319	P46344	YKCC	PGPH					21630458:0018:HT
O34319	P49853	YKCC	YKJA					21630458:0018:HT
O34319	P51834	YKCC	SMC					21630458:0018:HT
O34319	P54521	YKCC	XSEA					21630458:0018:HT
O34319	P71006	YKCC	ALBF					21630458:0018:HT
O34319	P71012	YKCC	FRUA					21630458:0018:HT
O34319	P94412	YKCC	YCLI					21630458:0018:HT
O34319	P96604	YKCC	YDBI					21630458:0018:HT
O34319	P96669	YKCC	YDEL					21630458:0018:HT
O34319	P96722	YKCC	YWQJ					21630458:0018:HT
O34319	Q01466	YKCC	MREC					21630458:0018:HT
O34319	Q01467	YKCC	MRED					21630458:0018:HT
O34319	Q07867	YKCC	FTSL					21630458:0018:HT
O34319	Q07868	YKCC	PBPB					21630458:0018:HT
O34327	P25499	RAPJ	HRCA					21630458:0018:HT
O34327	Q9R9I1	RAPJ	HTRB					21630458:0018:HT
O34334	O34334	YJOA	YJOA					PDB_3DKA:0114:LC
O34340	O34340	FABF	FABF					24641521:0114:LC
O34341	Q45614	YEBC	WALK					21630458:0018:HT
O34347	O34835	ARGG	FAPR					21630458:0018:HT
O34358	O34767	HTRA	OXDD					21630458:0018:HT
O34358	P40950	HTRA	YUXN					21630458:0018:HT
O34358	P45931	HTRA	YQBO					21630458:0018:HT
O34401	O34401	YOPX	YOPX					PDB_2I2L:0114:LC
O34427	O34534	CITS	CITT					21630458:0018:HT
O34427	O34592	CITS	YDJP					21630458:0018:HT
O34427	O34858	CITS	ARGH					21630458:0018:HT
O34427	P17867	CITS	CISA					21630458:0018:HT
O34427	P32399	CITS	YHGE					21630458:0018:HT
O34427	P39798	CITS	XHLA					21630458:0018:HT
O34427	P45870	CITS	RACA					21630458:0018:HT
O34427	P45920	CITS	YQBD					21630458:0018:HT
O34427	P45931	CITS	YQBO					21630458:0018:HT
O34427	P46335	CITS	YXCE		SS92DR			21630458:0018:HT
O34427	P46344	CITS	PGPH					21630458:0018:HT
O34427	P54459	CITS	YQEN					21630458:0018:HT
O34427	P71012	CITS	FRUA					21630458:0018:HT
O34427	P94404	CITS	BSDB					21630458:0018:HT
O34427	P96669	CITS	YDEL					21630458:0018:HT
O34427	Q04778	CITS	ALSR					21630458:0018:HT
O34441	P54521	YLOC	XSEA					21630458:0018:HT
O34450	O34450	NAGA	NAGA					14557261:0114:LC
O34452	O34452	YRRB	YRRB					17624311:0114:LC
O34454	P39214	YKAA	MCPA					21630458:0018:HT
O34454	P39216	YKAA	TLPA					21630458:0018:HT
O34468	O34468	YLBP	YLBP					PDB_2PR1:0114:LC
O34468	O34962	YLBP	YTSJ					21630458:0018:HT
O34483	O34483	HPRK	HPRK					21630458:0018:HT
O34483	P08877	HPRK	PTSH					21630458:0018:HT
O34483	P11065	HPRK	HPR					25278935:0424:LC|12009882:0107:LC
O34508	O34508	YKFB	YKFB					11747448:0114:LC
O34509	O34755	YOPZ	YKOT					21630458:0018:HT
O34509	P32399	YOPZ	YHGE					21630458:0018:HT
O34509	P46344	YOPZ	PGPH					21630458:0018:HT
O34509	P71012	YOPZ	FRUA					21630458:0018:HT
O34509	P94412	YOPZ	YCLI					21630458:0018:HT
O34509	P96706	YOPZ	YDGH					21630458:0018:HT
O34522	O34522	TRMB	TRMB					16600901:0114:LC
O34529	P39798	PFKA	XHLA					21630458:0018:HT
O34533	O34533	YTCD	YTCD					PDB_2HZT:0114:LC
O34549	P35154	YLBO	SCPA					21630458:0018:HT
O34580	O34968	PCRA	YERB					21630458:0018:HT
O34580	P37870	PCRA	RPOB					21630458:0018:HT
